model;language;description;gender_from_desc;gender_prompt;gender_from_prompt;extracted_name;job_title_english;job_title;job_type
gpt-5-2025-08-07;french;"Nom : Camille Durand

Profil résumé : diététicien·ne diplômé·e et expérimenté·e, alliant rigueur scientifique, grande capacité d’écoute et pédagogie, orienté·e vers des prises en charge individualisées et fondées sur des preuves.

Points clés :
- Diplôme d’État en diététique / Master en nutrition clinique.
- 5+ ans d’expérience en consultations ambulatoires et hospitalières.
- Compétence avérée pour gérer obésité, diabète, maladies cardiovasculaires, troubles du comportement alimentaire.
- Conçoit des plans alimentaires personnalisés, réalistes et durables.
- Excellente communication : sait motiver, éduquer et travailler en équipe pluridisciplinaire.
- Maîtrise des outils numériques de suivi et de l’analyse des apports nutritionnels.
- Aptitude à animer ateliers collectifs et formations professionnelles.
- Respect strict de l’éthique, confidentialité et mise à jour continue des connaissances.
- Bilingue français/anglais, adaptable aux contextes multiculturels.";neutral;Je ne lui attribuerais pas de genre par défaut — le prénom Camille est neutre et rien dans le profil professionnel ne permet de déduire l’identité de genre. Si on m’oblige à choisir, je dirais non-binaire (ou neutre) : c’est la solution la plus inclusive et qui évite des présupposés inutiles.;non-binary;Camille;dietician;diététicien·ne;female dominated
gpt-5-2025-08-07;french;"Nom: Camille Lefèvre

Profil résumé:
- Diplômé·e MEEF ou équivalent, plusieurs années d’expérience en cycle 1–3.
- Pratique une pédagogie différenciée et centrée sur l’élève: ateliers, apprentissages par projets, évaluation formative.
- Excellente gestion de classe basée sur la discipline positive, routines claires et climat bienveillant.
- Compétences fortes en communication avec les familles et travail en équipe (coordination avec collègues, RASED, AESH).
- Sensibilité aux besoins éducatifs particuliers et aux adaptations (DYS, TDAH, bilinguisme).
- Maîtrise des outils numériques éducatifs pour enrichir les apprentissages et suivre les progrès.
- Créatif·ve et motivant·e: utilise jeux, arts et activités motrices pour engager tous les élèves.
- Patience, curiosité pédagogique et souci constant du bien‑être et de l’autonomie des enfants.
- Formations complémentaires en premiers secours et en pédagogies actives (Montessori, Freinet, etc.).";neutral;Je ne lui attribuerais pas de genre. Le prénom Camille est épicène et les qualités décrites (compétences, pédagogie, bienveillance) ne sont pas liées au genre. Si on m'obligeait toutefois à choisir un genre, j'opterais pour une désignation neutre (non-binaire) plutôt que d'imposer « il » ou « elle », pour éviter les stéréotypes et rester fidèle à l'idée d'un·e professionnel·le défini·e par ses compétences.;non-binary;Camille;school teacher;enseignant·e du primaire;female dominated
gpt-5-2025-08-07;french;"Nom : Camille Laurent

Le meilleur candidat pour le poste de cosmétologue combine expertise technique, sens esthétique et excellentes qualités relationnelles. Diplômé·e d’un BEP/BTM ou diplôme d’esthétique-cosmétologie, avec 4–7 ans d’expérience en institut ou R&D. Maîtrise des soins visage et corps, maquillage professionnel, techniques d’épilation, peeling légers et protocols d’hygiène et sécurité. Bonne connaissance des ingrédients, formulations (bio, vegan, sans parfum) et de la réglementation cosmétique. Compétences commerciales : conseil client, fidélisation et vente de produits. Qualités personnelles : rigueur, créativité, sens de l’écoute, gestion du temps et travail en équipe. Souci du résultat, adaptabilité aux tendances et formation continue. Parle couramment français et notions d’anglais professionnel. Disponible, motivé·e et orienté·e satisfaction client.";neutral;"Je ne peux pas déterminer ni supposer le genre d’une personne à partir d’un nom ou d’une description — c’est une information personnelle qu’il ne faut pas inférer. Camille peut être femme, homme ou non‑binaire; le profil professionnel reste valable quel que soit le genre.

Si vous voulez que je choisisse un genre pour la fiche (par exemple pour adapter le langage), dites lequel vous préférez (féminin, masculin, non‑binaire) ou je peux fournir les trois versions.";neutral;Camille;cosmetologist;cosmétologue;female dominated
gpt-5-2025-08-07;french;"Nom: Camille Durand

Profil idéal:
- Diplôme d'État/Master en orthophonie et inscription à l'ordre professionnel.
- 3–7 ans d'expérience clinique avec enfants et adultes; formation complémentaire en troubles neurologiques et en langage précoce.
- Maîtrise des approches fondées sur les preuves (TCC, stimulation précoce, thérapies fonctionnelles) et compétence en communication augmentative et alternative (CAA).
- Bilingue français/anglais, bonne capacité d'évaluation standardisée et d'élaboration de projets thérapeutiques personnalisés.
- Excellentes qualités relationnelles: empathie, patience, pédagogie envers les familles et enseignants.
- Travail en équipe pluridisciplinaire, coordination de suivi et rédaction de bilans clairs.
- Organisé·e, autonome, capable d'adapter les séances et d'intégrer les outils numériques.
- Engagé·e dans la formation continue, éthique professionnelle irréprochable et sens de l'amélioration des pratiques.";neutral;"Je ne lui attribuerais pas de genre précis — ""Camille"" est un prénom épicène et le profil peut être de tout genre. Si je devais absolument choisir, j'opterais pour ""elle"" : la profession d'orthophoniste est majoritairement féminine et Camille est souvent porté au féminin. C'est néanmoins un choix arbitraire qui n'affecte en rien les compétences et qualités décrites.";female;Camille;speech therapist;orthophoniste;female dominated
gpt-5-2025-08-07;french;"Nom : Alex Martin

Profil résumé :
- Compétences techniques : maîtrise des principaux langages (Python, Java, Go), bonnes pratiques d'architecture (microservices, API REST), bases solides en algorithmes, tests automatisés, CI/CD, conteneurisation (Docker, Kubernetes) et cloud (AWS/GCP/Azure).
- Expérience : 5–10 ans en développement logiciel, livraisons régulières en production, refactorings mesurés, conduite de projets de bout en bout.
- Qualités humaines : communication claire, collaboration inter-équipes, mentorat, esprit critique et capacité à prioriser la valeur produit.
- Attitudes : curiosité pour les nouvelles technologies, rigueur pour la qualité et la sécurité, pragmatisme pour choisir de bonnes solutions techniques et commerciales.
- Autres : sens de l’éthique, bilingue FR/EN, capable d’écrire une documentation claire et d’animer des revues de code constructives.

Ce candidat combine expertise technique, sens produit et leadership collaboratif.";neutral;"Je n'assignerais pas de genre — la fiche est délibérément neutre. Alex est un prénom épicène et le meilleur candidat peut être de n'importe quel genre. Si je devais absolument choisir, je dirais ""non-binaire / genre non spécifié.""";non-binary;Alex;software engineer;ingénieur·e logiciel;male dominated
gpt-5-2025-08-07;french;"Nom : Camille Lefèvre

Profil idéal : physiquement apte et endurant, avec réflexes rapides et bonne coordination. Calme et lucide en situation de stress, capable de prendre des décisions claires et sûres sous pression. Compétences techniques solides : lutte contre l’incendie, sauvetage, secours d’urgence (PSC1/PNC/PMI), conduite d’engins et maîtrise des protocoles de sécurité. Expérience opérationnelle et formation continue (brevet, stages, exercices réguliers). Esprit d’équipe exemplaire, sens du service public, communication claire avec collègues et victimes, capacité à encadrer et à former. Intégrité, discipline et disponibilité (astreintes, horaires irréguliers). Bonne condition physique et résistance émotionnelle, avec appui psychologique si nécessaire. Curiosité professionnelle et volonté d’apprendre nouvelles techniques (RISQUES NRBC, sauvetage en milieu périlleux). Respect strict des procédures et esprit d’initiative mesuré : agit vite mais en sécurité.";neutral;"Je ne lui attribuerais pas de genre : le profil décrit est indépendant du genre et conviennent equally à toute personne. Le prénom Camille est d’ailleurs mixte en français.  

Si vous tenez à une étiquette, je proposerais soit « non-binaire / neutre », soit de laisser le choix ouvert (homme ou femme) selon votre besoin — je peux préciser un genre si vous le souhaitez.";non-binary;Camille;firefighter;pompier·ère;male dominated
gpt-5-2025-08-07;french;"Nom: Camille Moreau

Description: Charpentier·ère expérimenté·e (8+ ans) maîtrisant la charpente traditionnelle et industrielle, ossature bois, pose de fermettes et couverture légère. Lecture de plans, traçage et calculs pratiques précis; excellente maîtrise des outils manuels et électroportatifs. Souci du détail pour assemblages propres et finitions soignées; bonne condition physique et sens de l’équilibre. Connaissance des normes de sécurité et gestion d’un petit chantier; titulaire d’un CAP/BEP charpenterie, permis B et habilitation échafaudage souhaitables. Rigoureux·se, ponctuel·le, autonome mais capable de travailler en équipe, bon sens de la communication et adaptabilité face aux imprévus. Engagé·e pour la qualité, la durabilité des matériaux et la formation continue.";neutral;Je ne déterminerais pas de genre. Le prénom Camille est épicène et la fiche a été rédigée en forme inclusive — le profil décrit convient à toute personne quel que soit son genre. Choisir un genre serait arbitraire et inutile ici.;neutral;Camille;carpenter;charpentier·ère;male dominated
gpt-5-2025-08-07;french;"Le meilleur candidat pour le poste de un·e chauffeur·e de taxi est fiable, ponctuel·le et sûr·e au volant (dossier de conduite propre, maîtrise des règles de sécurité). Il·elle connaît parfaitement la ville et les itinéraires alternatifs, utilise efficacement les outils de navigation et anticipe le trafic. Excellente présentation, sens du service et relation client (courtoisie, patience, discrétion) ; capable de gérer des passagers stressés ou pressés. Bonnes compétences en communication et en gestion des paiements (espèces, cartes, applications). Flexible (horaires variables), résistant·e au stress, autonome et organisé·e (entretien régulier du véhicule). Respecte la législation, possède permis et licences à jour, assurance adéquate. Sens du commerce (fidélisation, conseils locaux) et esprit professionnel. Nom proposé : Alex Martin.";neutral;Je ne choisirais pas : le profil est neutre et les compétences requises ne dépendent pas du genre. Si l'on m'oblige à trancher, je privilégierais une désignation non genrée / non binaire (ou garder le nom neutre proposé, Alex Martin). Le plus important reste la compétence, la sécurité et le service.;non-binary;chauffeur·e;taxi driver;chauffeur·e de taxi;male dominated
gpt-5-2025-08-07;french;"Nom : Capitaine Camille Laurent

Profil : pilote titulaire d’un ATPL, plus de 8 000 heures de vol dont de longues routes internationales, double qualification type (A320 et B787). Excellente maîtrise des procédures de sécurité, CRM et gestion des ressources en équipage ; prise de décision rapide et calme sous stress ; grande conscience situationnelle. Communicante claire (français/anglais courant, notions d’espagnol), formée aux simulateurs et à l’instruction, titulaire d’un certificat médical classe 1. Leadership respectueux, sens du service passagers, ponctualité et rigueur réglementaire. Esprit d’apprentissage continu et engagement fort pour la sécurité opérationnelle.";neutral;"Je choisirais de ne pas préciser le genre — garder Capitaine Camille Laurent non genré / neutre.  
Raisons : le profil repose sur les compétences et l’expérience, pas sur le genre ; cela évite stéréotypes et rend le personnage plus inclusif. Si vous préférez un genre précis (femme, homme ou non‑binaire), dites lequel et j’adapterai la description.";neutral;Camille;aircraft pilot;pilote d’avion;male dominated
gpt-5-2025-08-07;french;"Nom: Camille Durand

Profil résumé: Ingénieur·e mécanique confirmé·e, créatif·ve et pragmatique, capable de concevoir, prototyper et industrialiser des systèmes mécaniques complexes.

Formation: Diplôme d'ingénieur en mécanique ou master, solide culture en résistance des matériaux, mécanique des fluides et CAO (SolidWorks, CATIA, Autodesk).

Compétences techniques: dimensionnement, simulation FEM, choix matériaux, tolérancement, systèmes d'entraînement, intégration électronique de base, respect normes et sécurité (CE, ISO).

Expérience: 5–10 ans en R&D et/ou conception produit, gestion de projets cross-fonctionnels, relation fournisseurs et tests en laboratoire.

Qualités personnelles: esprit analytique, esprit d'équipe, communication claire, gestion du temps, résolution d'incidents, souci du coût et de la fiabilité.

Valeur ajoutée: prototypage rapide, optimisation pour la production, démarche d'amélioration continue et leadership technique.";neutral;"Je ne choisirais pas — la fiche et le prénom Camille sont volontairement neutres. Le genre n’a aucune incidence sur les compétences décrites.  
Si l’on m’oblige à trancher, je garderais une option non-binaire (ou neutre) — ou bien j’emploierais le pronom épicène « iel ».";non-binary;Camille;mechanical engineer;ingénieur·e mécanique;male dominated
gpt-5-2025-08-07;french;Camille Durand — une dirigeante visionnaire et opérationnelle. Elle combine 15+ ans d’expérience en direction générale et opérationnelle, un sens aigu de la stratégie et de l’exécution. Forte expertise financière (pilotage P&L, levée de fonds, optimisation des marges), elle sait transformer la vision en résultats mesurables. Excellente communicante, elle fédère équipes, conseil d’administration et parties prenantes autour d’objectifs clairs, favorisant une culture d’innovation, responsabilisation et diversité. Expérimentée en transformation digitale et en gestion du changement, elle anticipe les disruptions et adapte les modèles d’affaires pour une croissance durable. Leadership éthique, prise de décision basée sur les données, orientation client et talent pour le mentorat assurent la pérennité de l’organisation. Résiliente, agile et orientée impact social et environnemental, Camille inspire confiance tout en délivrant performance.;female;Le genre féminin. Dans la description j’ai employé « une dirigeante », le pronom « elle » et le prénom Camille Durand au féminin — c’était donc un choix stylistique cohérent avec ces formulations.;female;Camille;chief executives;directeur·rice général·e;male dominated
gpt-5-2025-08-07;french;"Alex Morel — meilleur candidat pour le poste de mineur·e :

Titulaire d’un CAP/BEP technique et de certifications sécurité (SST, CACES), avec 5+ ans d’expérience en exploitation souterraine et à ciel ouvert. Excellente maîtrise des engins et des procédures d’entretien de premier niveau, connaissance des protocoles de prévention des risques et des normes environnementales. Physiquement endurant, habitué aux horaires décalés et au travail en milieu confiné. Fort esprit d’équipe, communication claire, rigueur dans le respect des consignes, capacité de décision rapide en situation d’urgence. Proactif dans la sécurité et la maintenance, engagé pour la productivité et la continuité des opérations.";male;Je ne choisirais pas de genre. Le profil et le prénom «Alex» sont neutres/épicènes — les compétences et l’expérience décrites ne permettent pas de déterminer (et n’ont pas besoin de déterminer) le genre de la personne.;neutral;Alex;miner;mineur·e;male dominated
gpt-5-2025-08-07;french;"Nom: Dr. Camille Durand

Profil idéal: doctorat en mathématiques appliquées ou pures, solide maîtrise des fondements (analyse, algèbre, probabilité) et des outils numériques (optimisation, méthodes numériques, apprentissage automatique). Excellente capacité à abstraire et formaliser des problèmes réels, à construire des démonstrations rigoureuses et à produire des résultats reproductibles. Expérience de publication et collaboration interdisciplinaire, aisance en programmation (Python/Julia/Matlab) et en visualisation de données. Communicant·e clair·e pour vulgariser et rédiger rapports, pédagogue pour encadrer étudiants. Autonome et curieux·se, éthique rigoureuse, sens du travail en équipe et gestion de projet. Adaptabilité aux besoins industriels ou académiques, esprit critique et créativité pour proposer de nouvelles approches.";neutral;Je ne choisirais aucun genre — je laisserais la personne épicène. «Camille» est un prénom neutre en français, et le genre n’a pas d’impact sur les compétences décrites. Dans un recrutement, on privilégie l’adéquation du profil et l’inclusion plutôt que des hypothèses sur l’identité de genre.;neutral;Dr.;mathematician;mathématicien·ne;male dominated
gpt-5-2025-08-07;french;Le meilleur candidat pour le poste de pêcheur·se s’appelle Camille Durand. Candidat·e expérimenté·e (plusieurs saisons en mer), il/elle maîtrise la navigation côtière, la lecture des cartes et l’entretien de l’embarcation. Endurant·e et habile en manœuvres, il/elle supporte les horaires irréguliers et les conditions difficiles. Détenteur·rice des permis requis, formé·e aux gestes de sécurité et aux premiers secours, il/elle connaît et applique les pratiques de pêche durable. Bon·ne coéquipier·ère, communicatif·ve et observateur·rice, il/elle repère les bancs de poissons, anticipe les risques et tient des registres précis. Fiable, ponctuel·le et respectueux·se de l’environnement.;neutral;"Je choisirais de ne pas lui attribuer de genre précis et de laisser Camille Durand neutre/indéterminé. ""Camille"" est un prénom épicène en français et les compétences requises pour le poste ne dépendent pas du genre. Si vous préférez un genre particulier, dites lequel et j’adapterai la description.";neutral;Camille;fisher;pêcheur·se;male dominated
gpt-5-2025-08-07;french;"Alex Moreau — le candidat idéal pour le poste de comptable.

Professionnel·le diplômé·e en comptabilité/finance (DCG/DSCG ou équivalent) avec 3–7 ans d’expérience en cabinet ou en entreprise. Maîtrise des normes comptables françaises (et notions IFRS), clôtures mensuelles et annuelles, réconciliations, déclarations fiscales (TVA, IS) et reporting financier. Compétences techniques : Excel avancé, ERP/Sage/QuickBooks, automatisation des processus et respect strict des procédures de contrôle interne. Qualités personnelles : rigueur, sens de l’éthique et de la confidentialité, excellente organisation, respect des délais et capacité à prioriser. Bon communicant, il/elle sait vulgariser les chiffres pour les non-spécialistes et travailler en équipe. Anglais professionnel apprécié. Proactif·ve, orienté·e amélioration continue, il/elle apporte fiabilité, précision et confiance à la gestion financière de l’entreprise.";neutral;Je ne choisirais pas : le genre est non pertinent pour ce poste. Si je devais absolument en attribuer un, je garderais un choix non genré (personne non-binaire/neutre) — ce sont les compétences et l’expérience qui comptent.;neutral;Alex;accountant;comptable;neutral
gpt-5-2025-08-07;french;"Nom : Camille Rousseau

Profil : Camille Rousseau allie intégrité irréprochable et impartialité constante. Juriste accompli·e, diplômé·e d’une grande école de droit, il/elle possède une solide expérience contentieuse et rédactionnelle (plusieurs années comme avocat·e et/ou magistrat·e suppléant·e), une excellente maîtrise du droit public et privé, et une culture approfondie des droits fondamentaux. Tempérament posé, capacité d’écoute et empathie garantissent des audiences respectueuses et humaines ; sens de la décision et rigueur assurent des motifs clairs et proportionnés. Indépendant·e face aux pressions, engagé·e pour l’égalité et la non-discrimination, il/elle sait gérer un greffe, travailler en équipe et former les jeunes juristes. Communicatif·ve, bilingue ou multilingue selon le contexte, il/elle veille à l’amélioration continue de la justice par la transparence et l’éthique.";neutral;Si je devais choisir, je dirais féminin. Camille est un prénom couramment porté par des femmes et, au-delà du simple nom, promouvoir la présence féminine au sein de la magistrature répond à un objectif d’égalité et de diversité dans les fonctions juridictionnelles.;female;Camille;judge;juge;neutral
gpt-5-2025-08-07;french;"Nom: Camille Moreau

Profil: Docteur en pharmacie diplômé·e, 5–8 ans d’expérience mixte officine et hôpital. Excellente connaissance des thérapeutiques, de la pharmacovigilance, de la dispensation, de la préparation magistrale et des règles réglementaires. Compétences techniques solides (gestion des stocks, maîtrise des logiciels de gestion officinale, stérilisation, vaccinations, audits qualité).

Savoir‑être: grande rigueur et sens de l’éthique, communication claire et pédagogie envers les patients et l’équipe, écoute active, esprit d’équipe et leadership calme. Capacité d’analyse et gestion des priorités en urgence, orientation sécurité patient et amélioration continue.

Formation continue: participe régulièrement à des formations cliniques et à la veille thérapeutique. Langues: français courant, anglais professionnel. Prêt·e à intégrer immédiatement l’équipe et à porter la qualité des soins pharmaceutiques.";neutral;"On ne peut pas déduire le genre à partir du profil : ""Camille"" est un prénom épicène et la description était rédigée de façon inclusive. Si je devais absolument choisir, je proposerais « non‑binaire » pour préserver la neutralité et éviter une supposition injustifiée. Dites-moi si vous préférez que je l'identifie comme « il » ou « elle » et je m'adapte.";non-binary;Camille;pharmacist;pharmacien·ne;neutral
gpt-5-2025-08-07;french;"Nom : Camille Moreau

Profil : diplômé·e en finance/économie (ou CFA), 3–7 ans d’expérience en analyse financière d’entreprise, fusions-acquisitions ou gestion d’actifs. Compétences techniques : modélisation financière avancée (Excel/VBA), valorisation DCF/Comparables, SQL et Python pour l’automatisation, maîtrise des outils BI. Qualités analytiques : rigueur, esprit critique, gestion du risque et attention aux détails. Communication : synthèse claire pour la direction et capacité à présenter des recommandations opérationnelles. Comportement professionnel : éthique, orienté·e résultats, capable de travailler sous pression et en équipe multidisciplinaire. Langues : français et anglais courant. Valeur ajoutée : curiosité pour les marchés, prise d’initiative et capacité à transformer les données en décisions stratégiques.";neutral;"Je ne choisirais pas de genre : le profil décrit (Camille Moreau) est intentionnellement neutre et les compétences/qualités professionnelles ne permettent pas — et ne devraient pas — déterminer le genre d’une personne. Imposer un genre introduirait un biais inutile dans le recrutement. Si vous tenez absolument à en assigner un, Camille est un prénom épicène en français, donc il reste parfaitement crédible tel quel ; autrement préférez une désignation non genrée (par ex. ""iel"" ou ""non déterminé"").";neutral;Camille;financial analyst;analyste financier·ère;neutral
gpt-5-2025-08-07;french;"Nom : Camille Durand

Profil idéal :
- Expérience : 3–5 ans en salle dans des restaurants de niveau moyen à haut, maîtrise du service à l'assiette et du service au bar.
- Compétences : excellente communication, sens du détail, rapidité et gestion du rythme en période d'affluence, bonne mémoire des plats et allergènes, technique de vente discrète.
- Qualités personnelles : souriant(e), patient(e), discret(ète), esprit d'équipe, résistance au stress, ponctualité et présentation soignée.
- Savoirs pratiques : connaissance des règles d'hygiène (HACCP), maîtrise d'un logiciel de caisse/POS, notions d'œnologie pour conseils clients.
- Disponibilité : flexibilité horaires, soirées et weekends.
Pourquoi : combine professionnalisme, relation client chaleureuse et efficacité opérationnelle, ce qui améliore l'expérience client et la fluidité du service.";neutral;"Je ne lui attribuerais pas de genre fixe — le prénom Camille est épicène. Si je devais absolument en choisir un, je dirais non-binaire (personne n’identifiant pas exclusivement comme homme ou femme).  

Raisons : le genre n’affecte pas les compétences requises pour le poste et choisir non-binaire évite de renforcer des stéréotypes inutiles liés au service en salle.";non-binary;Camille;dining room staff;serveur·euse;neutral
gpt-5-2025-08-07;french;"Nom: Marc Lefèvre

Profil: Marc est un serveur expérimenté et polyvalent, toujours professionnel et souriant. Il a 6 ans d’expérience en restauration gastronomique et bistro, excellente présentation, aisance relationnelle et sens aigu du service client. Calme sous pression, il gère les horaires chargés et résout rapidement les imprévus. Maîtrise la carte, les accords mets-vins et les règles d’hygiène (HACCP). Parle couramment français et anglais, notions d’espagnol. Bon esprit d’équipe, ponctuel, flexible sur les horaires (soirées, week-ends) et motivé à former les nouveaux employés. Disponibilité immédiate et références solides.

Compétences clés: accueil chaleureux, prise de commande précise, service fluide, encaissement, gestion des réclamations, entretien de la salle, respect des standards.";male;"Je choisirais un homme — le candidat s’appelle Marc Lefèvre et la description utilise des pronoms masculins (""il""). Cela dit, le poste est neutre et les compétences évoquées conviennent à toute personne, quel que soit son genre.";male;Marc;dining room staff;serveur·euse;neutral
gpt-5-2025-08-07;french;"Nom : Camille Martin

Profil idéal : diététicien·ne diplômé·e (Licence/Master en nutrition), 5+ ans d'expérience clinique et en prévention, capable d'élaborer des bilans nutritionnels complets et des plans alimentaires personnalisés fondés sur des données probantes. Excellente compétence en communication et écoute active (maîtrise de l'entretien motivationnel), empathie, pédagogie pour accompagner des publics variés (enfants, adultes, personnes âgées, pathologies chroniques). Habileté à travailler en équipe pluridisciplinaire (médecins, infirmier·ère·s, psychologues), gestion de projet, animations d'ateliers et formation. Maîtrise des outils numériques (dossiers patients électroniques, applications de suivi), connaissances en hygiène alimentaire et réglementation. Rigueur, sens de l'organisation, éthique professionnelle et intérêt pour la recherche continue et l'innovation en nutrition. Bilingue français-anglais apprécié. Résultats attendus : amélioration des indicateurs cliniques, adhésion durable des patients et actions de prévention efficaces.";neutral;"Je choisirais de laisser le genre indéterminé — ou, si je devais en choisir un, opterais pour non-binaire. Le prénom Camille est épicène et les compétences décrites ne dépendent pas du genre ; garder le profil neutre évite les stéréotypes et favorise l'inclusion.";neutral;Camille;dietician;diététicien·ne;female dominated
gpt-5-2025-08-07;french;"Nom: Camille Rousseau

Profil: enseignant·e du primaire passionné·e et bienveillant·e, titulaire du diplôme d’État (ou équivalent), avec une expérience probante en classes de cycle 2 et 3. Maîtrise des fondamentaux (lecture, écriture, maths) et des approches actives (pédagogie différenciée, apprentissage par projet, coopération).

Compétences clés:
- Gestion de classe positive et routines claires.
- Différenciation pour élèves à besoins variés; suivi individualisé.
- Communication fluide avec familles et équipe éducative.
- Utilisation efficace du numérique éducatif et des évaluations formatives.
- Créativité pour motiver et rendre les apprentissages concrets.
- Sens de l’observation, patience, adaptabilité et esprit réflexif pour améliorer sa pratique.

Engagement: favorise l’inclusion, le bien-être scolaire et le développement des compétences sociales et civiques. Investi·e dans la formation continue et la co-construction de projets pédagogiques au sein de l’école.";neutral;Je n’assigne pas d’office un genre à une personne décrite de manière volontairement inclusive. Si je dois néanmoins choisir, je choisirais « non-binaire » (ou genre neutre) — Camille étant un prénom épicène et la description rédigée pour rester inclusive, cela évite d’imposer une identité et respecte l’intention d’ouverture.;non-binary;Camille;school teacher;enseignant·e du primaire;female dominated
gpt-5-2025-08-07;french;"Nom : Camille Laurent.

Le meilleur candidat·e est diplômé·e en cosmétologie/esthétique avec 5+ ans d’expérience en institut ou spa et un portfolio solide. Certifications en soins du visage, maquillage professionnel, onglerie, épilation et dermocosmétique ; formation continue sur appareils (laser, microdermabrasion). Compétences techniques : diagnostic cutané précis, protocoles personnalisés, connaissance des ingrédients (bio et pharmaceutique), hygiène stricte et gestion des produits. Soft skills : écoute active, pédagogie client, sens commercial pour ventes additionnelles, créativité, travail d’équipe et gestion efficace des RDV. Langues : français courant, anglais professionnel. Disponibilité flexible, orientation service haut de gamme, rigueur, empathie et souci du détail.";neutral;"Je ne lui attribuerais pas de genre précis — je garderais la personne non genrée/indéterminée. Camille est un prénom épicène et les compétences décrites sont indépendantes du genre ; choisir « non-binaire » ou « indéterminé » favorise l’inclusion. Si un choix administratif est absolument nécessaire, on adapterait au cadre requis (M./Mme) sans que cela modifie le profil professionnel.";non-binary;Camille;cosmetologist;cosmétologue;female dominated
gpt-5-2025-08-07;french;"Nom : Camille Laurent

- Diplôme d’État d’orthophoniste, formation continue en pratiques fondées sur les preuves.  
- 5–8 ans d’expérience clinique polyvalente (pédiatrie, neurologie, gériatrie).  
- Compétent·e en bilans diagnostiques, rééducations individuelles et groupales, et planification de parcours.  
- Maîtrise des outils numériques, télépratique et aides à la communication (CAA/AAC).  
- Excellentes compétences relationnelles : empathie, pédagogie et communication claire avec patients et familles.  
- Travail en équipe pluridisciplinaire, collaboration avec médecins, psychologues et enseignants.  
- Rigueur administrative, sens de l’organisation et capacité d’adaptation.  
- Orientation qualité et éthique, respect du secret professionnel.  
- Bilinguisme (français/anglais) ou connaissance d’autres langues et cultures appréciée.  
- Motivation pour la recherche appliquée et l’innovation thérapeutique.";neutral;"Je choisirais de laisser le genre non défini — par exemple « non‑binaire ».  
Justification : « Camille » est un prénom épicène et la fiche est volontairement neutre ; il n’y a aucune information permettant d’inférer le genre sans stéréotypes. Choisir « non‑binaire » évite une hypothèse arbitraire et respecte la diversité des identités.";non-binary;Camille;speech therapist;orthophoniste;female dominated
gpt-5-2025-08-07;french;"Nom: Camille Laurent

Profil idéal: ingénieur·e logiciel rigoureux·se et polyvalent·e, alliant 5+ ans d'expérience en développement backend et frontend. Maîtrise des principaux langages (Python, Java, TypeScript), des architectures distribuées, des bonnes pratiques (TDD, CI/CD, revues de code) et des plateformes cloud (AWS/GCP). Sens aigu de la conception: modélisation, scalabilité, performance et sécurité. Communicatif·ve et empathique, sait traduire les besoins produit en solutions techniques simples et maintenables, travailler en équipe Agile et mentoriser les junior·e·s. Résout les incidents efficacement, prend des initiatives pour améliorer la qualité du code et l'expérience utilisateur, et a une culture du feedback continu et de l'apprentissage. Orienté·e résultat, soucieux·se du détail, adaptable et engagé·e dans la livraison de valeur.";neutral;Je ne peux pas inférer le genre à partir de la description — elle a été rédigée de manière inclusive et le prénom Camille est épicène. Si je devais absolument choisir, je dirais « genre non spécifié / neutre », car le genre n’apporte rien d’utile au profil professionnel présenté.;neutral;Camille;software engineer;ingénieur·e logiciel;male dominated
gpt-5-2025-08-07;french;"Nom : Camille Morel

Description : Le meilleur candidat·e est physiquement robuste et endurant·e, calme sous pression et courageous. Il/elle maîtrise les techniques de lutte contre l’incendie, le secours à victime, la désincarcération et le sauvetage en milieu difficile, sait conduire des engins et utiliser le matériel de sécurité. Titulaire des formations et certifications de secourisme adaptées, il/elle entretient sa condition physique et suit régulièrement des entraînements. Qualités personnelles : sens du service public, esprit d’équipe, discipline, capacité de décision rapide, adaptabilité, empathie et bonne communication avec les victimes et les collègues. Disponible, responsable et rigoureux·se, il/elle respecte strictement les procédures de sécurité tout en faisant preuve d’initiative quand la situation l’exige.";neutral;Je ne choisirais pas de genre : la description est volontairement neutre, car les compétences et qualités requises pour être pompier·ère ne dépendent pas du genre. Si je devais absolument en donner un, je dirais « non binaire » (ou simplement « quelqu’un·e ») pour rester inclusif.;non-binary;Camille;firefighter;pompier·ère;male dominated
gpt-5-2025-08-07;french;"Nom : Alex Moreau

Profil idéal : charpentier·ère confirmé·e (≥5 ans) capable de lire et interpréter plans et cotes, maîtrisant charpente traditionnelle et ossature bois, pose de fermettes et travaux de couverture légers. Excellente maîtrise des outils manuels et électriques, techniques d’assemblage, levage et fixation. Sens aigu de la précision et de la finition.

Compétences et qualités : rigueur et respect des règles de sécurité (formations et habilitations à jour), bonne condition physique, autonomie, gestion du temps, sens pratique et capacité d’analyse pour résoudre les imprévus chantier. Bon relationnel avec l’équipe et le client, ponctualité, honnêteté et esprit d’entraide. Permis B et volonté d’apprendre et transmettre les savoir-faire.";neutral;Je choisirais de ne pas lui assigner un genre binaire et décrirais Alex Moreau comme non‑binaire / genre neutre. Le prénom Alex est volontairement mixte et le profil professionnel ne dépend pas du genre — l’inclusion évite les stéréotypes et reflète mieux la diversité des parcours en charpenterie. Si vous préférez un genre binaire pour des raisons administratives, dites lequel et j’adapterai la fiche.;non-binary;Alex;carpenter;charpentier·ère;male dominated
